,0
c_t0.1_10_8,1.3040935721686313e-08
v_t0.75_10_3,1.3207183668855976e-08
e_t0.05_11_7,1.3623111739627525e-08
v_t0.05_10_5,1.3759330371429076e-08
k_t0.1_10_10,1.4130011242846138e-08
v_t0.1_11_7,1.54348991543232e-08
e_t0.25_10_2,1.6694776047361903e-08
e_t0.5_11_0,1.7455887948871836e-08
e_t0.1_11_5,1.8211591692067935e-08
b1_t0.025_11_3,1.864772289206196e-08
h1_n_b_l_t0.95_8_9,1.9181877012006196e-08
e_t0.25_10_8,2.0703809784498996e-08
s_t0.05_10_9,2.1208986546096458e-08
v_t0.05_10_10,2.1644859766476912e-08
h1_t_b_11_1,2.215116748333517e-08
e_t0.75_10_3,2.346997326953477e-08
e_t0.1_11_6,2.5571638748456748e-08
c_t0.75_10_7,2.6816019119644896e-08
b1_t0.75_10_7,2.6816019119644896e-08
k_t0.1_11_9,2.706832155915001e-08
e_t0.25_10_5,2.974026969691547e-08
e_t0.05_11_2,2.981421067714555e-08
e_t0.5_10_11,3.1470767515010735e-08
h1_s_11_3,3.2296420058163676e-08
s_t0.1_9_11,4.1495167802500904e-08
v_t0.75_10_2,4.165118464601098e-08
h1_n_b_l_t0.95_9_11,4.217749561151969e-08
next_10_3,4.4325275522442987e-08
v_t0.5_11_0,4.50783970937522e-08
k_t0.1_8_9,4.612461848520369e-08
s_t0.025_10_0,4.8685208458461634e-08
beginning_10_2,4.9892186408765766e-08
c_t0.025_9_2,5.046401090153231e-08
dot_9_3,5.598820580811418e-08
sep_7_1,5.763579853530245e-08
sep_8_6,6.019171571286954e-08
m_t0.5_10_0,6.159958516049497e-08
h1_n_b_m_t0.25_7_0,6.462949445682918e-08
h1_nb_7_0,6.462949445682918e-08
h1_n_b_l_t0.95_10_7,6.559700391136171e-08
c_t0.5_11_9,7.367682231739945e-08
b1_t0.5_11_9,7.367682231739945e-08
s_t0.05_10_8,7.89520358945523e-08
h1_v_7_0,7.959518584499411e-08
k_t0.25_11_7,8.60622974825467e-08
prev_7_10,8.696880582501804e-08
v_t0.05_11_3,8.792805566148372e-08
e_t0.05_10_3,9.124509512819664e-08
h1_n_b_m_t0.25_11_1,9.925160959982048e-08
h1_nb_11_1,9.925160959982048e-08
m_t0.25_11_10,1.0557945261596672e-07
next_11_11,1.0727168140189738e-07
h1_v_9_11,1.0944736222322439e-07
prev_9_1,1.1185108418429923e-07
h1_n_b_l_t0.95_11_1,1.2186208246388447e-07
h1_s_10_7,1.2220609726977852e-07
dot_11_4,1.331814199977992e-07
v_t0.75_10_7,1.37611060608811e-07
s_t0.025_8_0,1.4029351068563312e-07
m_t0.75_8_0,1.4342070785456897e-07
sep_10_11,1.461438556527021e-07
m_t0.5_10_11,1.5067140168911259e-07
e_t0.05_11_0,1.566419486756159e-07
h0_n_d_m_t0.75_11_2,1.5778417561730732e-07
v_t0.025_10_5,1.6643177026975228e-07
b0_t0.25_11_2,1.6793893004383582e-07
m_t0.25_10_10,1.7923026690416435e-07
h1_s_7_0,1.8740219327718395e-07
v_t0.05_7_11,1.8989213918547676e-07
h1_e_11_2,1.9389209171524112e-07
c_t0.1_9_7,2.1107580303170222e-07
beginning_10_3,2.1805499724234422e-07
s_t0.05_10_5,2.2770782908764878e-07
e_t0.75_10_2,2.511612949573839e-07
m_t0.5_7_10,2.559894074326515e-07
h1_n_b_l_t0.95_7_0,2.703594289371637e-07
self_10_8,2.704578291405775e-07
m_t0.5_11_0,2.7505636936785475e-07
h1_n_b_m_t0.25_11_5,2.8863146186729876e-07
h1_nb_11_5,2.8863146186729876e-07
h1_n_b_l_t0.95_11_5,2.8958566092625686e-07
h1_s_10_0,3.0860469669290115e-07
e_t0.1_11_10,3.3896437676154356e-07
e_t0.75_10_7,3.393012650280785e-07
b0_t0.025_10_11,3.406845377640056e-07
m_t0.025_11_1,3.5034505908774137e-07
v_t0.1_9_10,3.5271365758326945e-07
sep_7_4,3.8102940343893207e-07
h1_s_9_0,4.077796942224463e-07
k_t0.1_7_0,4.191208732544085e-07
c_t0.1_9_5,4.2419507768616544e-07
h1_n_b_l_t0.95_11_2,4.3746407316489233e-07
c_t0.5_10_6,4.4214956703922783e-07
v_t0.05_10_11,4.4828839671995006e-07
next_11_3,4.4882328020978296e-07
v_t0.5_10_6,4.967399232307251e-07
h0_t_d_10_8,5.120099021807789e-07
m_t0.5_9_10,5.130357646797872e-07
v_t0.5_10_10,5.458740114171403e-07
e_t0.25_10_1,6.001353761591184e-07
h1_v_11_9,6.27189577590723e-07
b1_t0.05_11_8,6.333499272559844e-07
h1_n_b_m_t0.25_11_10,6.68348901742549e-07
h1_n_b_l_t0.95_11_10,6.68348901742549e-07
h1_nb_11_10,6.68348901742549e-07
self_8_0,8.184300532031648e-07
v_t0.75_10_6,8.220235600557856e-07
h0_n_d_l_t0.25_9_10,8.485473754656839e-07
b0_t0.5_11_9,8.631509635871216e-07
c_t0.05_9_7,8.636303494695345e-07
c_t0.5_11_1,8.753879261257225e-07
b1_t0.5_11_1,8.753879261257225e-07
b1_t0.5_10_6,9.014786626256953e-07
e_t0.05_11_6,9.262764744972406e-07
v_t0.025_11_11,9.638149382865775e-07
e_t0.5_10_10,1.01095557514117e-06
m_t0.75_7_0,1.0408772866212079e-06
c_t0.25_8_0,1.096361434620993e-06
m_t0.75_9_10,1.1002451154226886e-06
c_t0.25_11_5,1.1502844523393152e-06
v_t0.025_10_4,1.257458908463876e-06
h1_v_10_0,1.2576400868400112e-06
m_t0.1_11_6,1.292482216184744e-06
prev_8_7,1.29509385191063e-06
v_t0.1_9_0,1.3394920051446099e-06
h1_s_6_10,1.3709956528466223e-06
c_t0.05_9_5,1.4052365155152435e-06
h1_v_9_0,1.4091861176407621e-06
s_t0.05_11_11,1.4194271281155044e-06
h0_n_d_m_t0.5_11_9,1.44903519733094e-06
c_t0.1_8_9,1.4568852092926704e-06
v_t0.5_10_11,1.4598976713526765e-06
b1_t0.25_10_4,1.4751844170492363e-06
prev_10_6,1.4958952205757535e-06
sep_8_1,1.5160664530167072e-06
h1_v_11_5,1.5199068963844323e-06
h0_s_11_9,1.5566102411045408e-06
c_t0.5_9_7,1.5775922987075024e-06
c_t0.05_8_7,1.649643072376152e-06
b1_t0.025_11_0,1.6587542848650954e-06
sep_7_2,1.816457213726776e-06
h1_n_b_m_t0.25_6_10,1.8605353062720007e-06
h1_nb_6_10,1.8605353062720007e-06
k_t0.05_7_4,1.885119354726808e-06
c_t0.05_10_1,1.9213740582234016e-06
v_t0.1_10_5,2.2018828216419983e-06
c_t0.05_10_11,2.3701436108188873e-06
e_t0.75_9_10,2.3776645100763968e-06
k_t0.05_11_11,2.528028709231597e-06
s_t0.05_9_2,2.6492862374689853e-06
b0_t0.1_11_2,3.2269056585242257e-06
s_t0.025_9_9,3.3119623656207692e-06
self_6_4,3.3683806140127013e-06
e_t0.5_10_0,3.4024957215666266e-06
h0_t_d_10_11,3.560477337730965e-06
k_t0.05_11_10,3.6457925307038227e-06
v_t0.25_10_7,3.7124200636654006e-06
h1_t_b_6_10,3.854409184237254e-06
k_t0.1_7_4,3.972090384150361e-06
e_t0.025_11_0,4.042104430268824e-06
v_t0.75_9_10,4.169009079061897e-06
sep_9_1,4.2653674411862395e-06
dot_9_1,4.4662426403089165e-06
b1_t0.1_11_8,4.58235579270646e-06
c_t0.05_7_4,4.8229044522198445e-06
v_t0.75_9_11,4.872595990563134e-06
h1_n_b_l_t0.95_6_10,4.928565417280919e-06
h1_n_b_m_t0.25_11_2,5.085383950827977e-06
h1_nb_11_2,5.085383950827977e-06
h1_n_b_m_t0.25_10_10,5.121411680632399e-06
h1_n_b_l_t0.95_10_10,5.121411680632399e-06
h1_nb_10_10,5.121411680632399e-06
c_t0.025_10_11,5.216684168091132e-06
c_t0.1_11_10,5.217072513786263e-06
s_t0.05_6_11,5.326866961729496e-06
v_t0.1_10_7,5.338990176602536e-06
c_t0.5_9_10,5.583690618657591e-06
self_10_7,5.666105272024892e-06
h1_e_10_7,5.969798301216352e-06
next_10_2,6.022845938063967e-06
c_t0.1_8_7,6.096568870506287e-06
m_t0.25_10_6,6.391093533353345e-06
c_t0.1_7_4,6.3945225981211295e-06
c_t0.05_9_9,6.539603132661141e-06
c_t0.1_7_1,6.8127939446666914e-06
b1_t0.05_10_10,6.817608327443363e-06
s_t0.025_9_10,7.382523322897921e-06
b1_t0.5_9_7,7.447710754971752e-06
h1_v_11_10,8.036839560264468e-06
e_t0.1_11_8,8.34473002805395e-06
s_t0.025_8_8,8.879441191584479e-06
b0_t0.25_11_3,8.94937355842934e-06
b1_t0.25_9_4,9.05704955235762e-06
h0_n_d_m_t0.75_11_3,9.174566924382221e-06
b1_t0.5_10_0,9.345510290535997e-06
h1_e_7_0,9.407774313284958e-06
b1_t0.025_11_11,9.93110576336881e-06
e_t0.05_11_8,1.0108579403890508e-05
m_t0.75_7_4,1.0274765099492491e-05
prev_10_0,1.0324522023599737e-05
s_t0.05_10_0,1.0775367981674196e-05
self_9_3,1.1126960906030887e-05
b0_t0.5_10_10,1.1455673335298521e-05
e_t0.1_10_10,1.1484374829864513e-05
c_t0.05_9_0,1.1497767618558808e-05
b1_t0.5_9_10,1.1601910313713535e-05
h0_n_d_m_t0.5_10_10,1.1807357802633182e-05
s_t0.05_9_0,1.1822792198874662e-05
m_t0.75_7_1,1.251587480212839e-05
b0_t0.05_10_7,1.2691577280654661e-05
h1_v_8_9,1.3026393535224451e-05
dot_8_10,1.3081606371554888e-05
e_t0.5_9_6,1.3211066425759839e-05
e_t0.75_9_11,1.3253173266000653e-05
h1_n_b_m_t0.25_10_7,1.3257239548443128e-05
h1_nb_10_7,1.3257239548443128e-05
c_t0.05_10_10,1.329732596058234e-05
e_t0.5_10_6,1.4529669099695731e-05
s_t0.025_9_8,1.4773850180259659e-05
b1_t0.25_11_11,1.5663891185160003e-05
c_t0.025_10_6,1.5754757491418673e-05
dot_9_2,1.617911307209318e-05
s_t0.025_10_6,1.620076585041563e-05
h1_n_b_l_t0.70_6_10,1.6464360670552543e-05
c_t0.025_7_11,1.6887701031735736e-05
sep_7_0,1.704499144239744e-05
v_t0.05_10_7,1.797148857261896e-05
e_t0.5_11_6,1.8320636837748823e-05
b1_t0.025_7_9,1.9895161133048638e-05
v_t0.025_10_7,2.002347561605348e-05
c_t0.5_10_0,2.1320464003158906e-05
h1_n_b_m_t0.25_9_0,2.203099824120995e-05
h1_nb_9_0,2.203099824120995e-05
h0_s_10_3,2.217088526459077e-05
k_t0.025_10_5,2.2379252685048887e-05
h1_t_b_8_0,2.2472787128945778e-05
h1_n_b_l_t0.95_9_0,2.2613651363852177e-05
e_t0.75_7_10,2.4254361994944273e-05
h0_n_d_l_t0.25_7_10,2.4254361994944273e-05
c_t0.1_11_5,2.464531250502547e-05
next_10_10,2.5298113031237857e-05
m_t0.25_11_4,2.6656049558950727e-05
k_t0.05_11_5,2.668462394682518e-05
v_t0.1_11_8,2.674436497812605e-05
v_t0.1_5_3,2.7181015337200012e-05
h0_t_d_11_2,2.721007949246343e-05
h1_e_10_10,2.7223955323853638e-05
k_t0.25_11_3,2.733370009984401e-05
e_t0.75_10_6,2.7541240705112468e-05
b0_t0.025_9_2,2.7778957055961036e-05
prev_10_10,2.797390797667739e-05
k_t0.05_7_1,2.8069784692799384e-05
s_t0.025_8_1,2.8690060568074273e-05
e_t0.25_10_0,2.8842961090871224e-05
dot_9_9,2.993835234932869e-05
b1_t0.025_11_6,3.1331805272480976e-05
m_t0.05_11_11,3.152026003896453e-05
dot_8_1,3.2331505482607864e-05
c_t0.1_7_10,3.239430712235191e-05
k_t0.25_11_8,3.272628055180519e-05
k_t0.05_11_7,3.3414693144801907e-05
v_t0.25_9_4,3.346701700672593e-05
k_t0.025_11_8,3.531422221925195e-05
c_t0.1_11_0,3.537533250772273e-05
c_t0.25_10_7,3.5467662614406884e-05
v_t0.05_9_10,3.574918807799598e-05
dot_7_3,3.679952068628389e-05
m_t0.75_9_11,3.7545973555293945e-05
next_7_3,3.990863217555762e-05
b1_t0.25_10_2,4.0991192813123e-05
h1_e_11_0,4.116550225494086e-05
beginning_8_9,4.240621648045435e-05
m_t0.5_9_0,4.268097757836423e-05
c_t0.05_9_2,4.3044166119126216e-05
h1_e_11_7,4.304606986958987e-05
e_t0.5_10_5,4.323359266390159e-05
e_t0.5_9_11,4.3741335103861056e-05
b1_t0.1_10_3,4.382732051496481e-05
c_t0.05_10_0,4.4182963069318126e-05
next_6_10,4.6706328855186826e-05
sep_7_5,4.724219575187412e-05
e_t0.25_10_4,4.738595832206219e-05
v_t0.05_10_1,4.791029981565221e-05
v_t0.5_10_0,4.874651312920979e-05
h1_e_8_9,5.08344940361906e-05
c_t0.25_8_9,5.275792890225342e-05
c_t0.025_8_1,5.548576323706662e-05
h0_n_d_l_t0.25_9_11,5.5649662155073524e-05
v_t0.5_11_6,5.5925253724067835e-05
v_t0.025_9_4,5.69169248341645e-05
h1_v_11_3,5.780618087350674e-05
beginning_10_5,6.0332365540705436e-05
c_t0.05_9_4,6.119389276327522e-05
s_t0.05_9_8,6.123874651175203e-05
k_t0.1_11_7,6.33333550833058e-05
prev_7_0,6.468094703428008e-05
dot_8_4,7.027685295238251e-05
s_t0.025_9_3,7.188643941931145e-05
k_t0.1_10_2,7.347954922382167e-05
c_t0.05_8_9,7.411096727773654e-05
self_7_7,7.690363099893356e-05
m_t0.5_4_8,8.116921985079532e-05
self_8_7,8.225579422071691e-05
s_t0.05_10_4,8.241263466501302e-05
v_t0.5_9_11,8.40315718020297e-05
k_t0.05_9_11,8.434285725690667e-05
s_t0.05_9_9,8.729597034020437e-05
c_t0.05_6_4,8.900038884869494e-05
s_t0.025_5_2,8.906201902646149e-05
s_t0.025_7_4,9.152952361223479e-05
c_t0.025_10_10,9.188061072520261e-05
h1_e_9_0,9.190963575233597e-05
prev_9_11,9.216714652389184e-05
c_t0.025_6_4,9.583807566060674e-05
s_t0.05_8_0,9.617329191799951e-05
m_t0.5_10_6,9.842627225907708e-05
c_t0.25_10_11,9.994558668540769e-05
s_t0.05_9_3,0.00010249002390042233
c_t0.025_11_11,0.00010331401039227448
m_t0.75_10_6,0.00010574080589366025
c_t0.025_9_9,0.00010647773122812886
self_9_11,0.0001065748001560853
v_t0.025_5_9,0.00010665355096720756
c_t0.05_10_4,0.00010702718236864738
v_t0.75_9_7,0.00010720588523917405
next_7_7,0.00010859189282238013
prev_11_3,0.00011198175355321628
sep_5_5,0.0001122719252953378
c_t0.25_7_10,0.00011674252395076335
s_t0.05_10_11,0.0001169332366134652
b1_t0.25_10_7,0.00012010337258220017
b0_t0.05_9_2,0.00012260862375374688
b1_t0.25_10_3,0.00012301455286445537
dot_8_0,0.00012692170152892585
e_t0.05_10_10,0.00012755724645567419
h1_n_b_l_t0.95_11_11,0.00012928840832175545
k_t0.05_10_6,0.00013149689920184833
k_t0.25_10_10,0.0001322225377360665
e_t0.75_9_7,0.0001380642430073715
v_t0.05_6_10,0.00014070588750340988
v_t0.1_7_11,0.00015555272143406807
sep_11_4,0.0001576279616758697
v_t0.05_10_4,0.0001623346454722466
h1_n_b_l_t0.70_5_10,0.0001658787938607507
e_t0.25_11_4,0.00016835711720792314
h0_n_d_l_t0.25_10_6,0.00016969072974523257
v_t0.1_5_10,0.00017453686908886127
c_t0.1_9_4,0.00017774786552708362
c_t0.05_6_5,0.00017919133578472488
v_t0.05_9_4,0.00018484068656822905
s_t0.05_10_3,0.00019775668739045185
m_t0.05_7_9,0.00019861904356339083
s_t0.05_10_1,0.00020044813070079422
v_t0.75_10_11,0.00020139149545785214
v_t0.1_9_7,0.00020478200804966158
c_t0.25_7_4,0.00020850915126109288
c_t0.05_9_11,0.0002114154164226551
e_t0.75_10_11,0.00021213674821820541
self_10_0,0.00022122055866585373
s_t0.05_11_9,0.00022145754229231334
h1_e_10_0,0.00022930455123325546
m_t0.5_10_3,0.0002300743834290573
c_t0.05_7_3,0.00023830817852876364
m_t0.5_8_0,0.00024091495141751707
v_t0.75_11_3,0.0002423522242854412
v_t0.1_9_1,0.0002452682671557965
v_t0.025_10_0,0.0002475253566542381
h0_s_11_5,0.000249497794431475
e_t0.025_11_2,0.00025758249183977926
k_t0.1_11_0,0.00026363005611203114
v_t0.05_9_1,0.00026895894201072715
v_t0.75_9_1,0.0002723098019265527
beginning_9_0,0.0002737987793461403
v_t0.025_10_11,0.00027520838257609037
sep_7_11,0.00027710471784428106
h1_s_10_11,0.0002853951463419456
v_t0.05_10_8,0.0002874986190032234
s_t0.05_9_4,0.0002885732418693786
k_t0.25_10_6,0.00029096068252619853
v_t0.25_10_1,0.00029382967385260084
e_t0.5_6_11,0.00029420389882871994
sep_8_4,0.00029993883006444413
v_t0.05_10_0,0.0003009784924737515
v_t0.025_9_2,0.00030866633395522635
next_8_6,0.0003117832378241305
m_t0.5_6_10,0.0003121872290843128
self_7_11,0.00031764507072918247
beginning_10_0,0.00033155636050478075
c_t0.025_7_4,0.0003400773359375561
s_t0.05_9_11,0.0003441201893811999
self_8_5,0.0003501620888046859
c_t0.5_11_6,0.0003537049315680735
b1_t0.5_11_6,0.0003537049315680735
h0_s_11_1,0.0003539145191004225
v_t0.05_7_2,0.0003557946478931236
sep_8_3,0.0003662567098466456
prev_8_10,0.0003696137726638207
m_t0.75_6_10,0.00037500017969487466
e_t0.5_9_9,0.00037764581069454987
c_t0.25_7_1,0.00038566954046722544
self_11_3,0.00038577227928908084
prev_11_11,0.00038593013587210403
e_t0.025_11_6,0.0003934611442554256
c_t0.1_10_10,0.0003954787179159906
m_t0.025_11_2,0.00040418585798416076
h0_n_d_l_t0.25_9_7,0.0004047157964373163
h0_t_d_8_7,0.0004052845234251752
c_t0.1_10_5,0.0004194766769560112
k_t0.25_11_10,0.000420220476596299
m_t0.25_8_9,0.0004263714881348293
self_7_9,0.0004297412381817018
c_t0.25_4_8,0.0004423690777260423
b1_t0.1_9_10,0.0004486963320729302
b0_t0.1_11_5,0.0004631048430990143
e_t0.25_10_7,0.00046709077025006157
m_t0.5_10_10,0.0004730377311522949
m_t0.5_7_1,0.0004732678039359844
v_t0.75_5_10,0.0005089371342039175
h1_n_b_m_t0.25_8_0,0.0005118884714462887
h1_nb_8_0,0.0005118884714462887
c_t0.1_9_8,0.0005253908036576174
c_t0.1_6_4,0.000527808490413877
s_t0.025_10_9,0.0005292190764206235
c_t0.1_11_6,0.000534882362630681
h1_n_b_l_t0.70_10_10,0.0005381948046647343
h1_n_b_m_t0.25_11_11,0.0005421805561696258
h1_nb_11_11,0.0005421805561696258
s_t0.025_8_10,0.0005533614842058412
v_t0.025_5_8,0.0005662704722290392
v_t0.025_10_8,0.0005673347093127145
k_t0.05_11_0,0.000579362059770417
c_t0.25_9_0,0.000582171506723688
v_t0.025_6_4,0.0006033252559963801
h0_t_d_9_11,0.0006112399607288436
h1_s_8_0,0.0006118788206064789
prev_9_3,0.00061231994917862
b1_t0.025_10_10,0.00061594043171946
m_t0.1_7_9,0.0006220165905391848
m_t0.025_7_9,0.0006245346980921623
s_t0.1_10_9,0.0006329244993083089
e_t0.75_10_8,0.0006403140512612322
c_t0.5_7_1,0.0006450728575212307
b1_t0.5_7_1,0.0006450728575212307
c_t0.5_9_0,0.0006526324511568533
b1_t0.5_9_0,0.0006526324511568533
next_7_0,0.0006605449282053614
c_t0.75_11_2,0.000662567514782453
b1_t0.75_11_2,0.000662567514782453
k_t0.05_6_10,0.0006669187811321872
h1_n_b_m_t0.25_10_8,0.0006801810311025807
h1_nb_10_8,0.0006801810311025807
next_7_10,0.0006834073342906076
prev_7_1,0.0006855594446430114
h1_n_b_l_t0.95_10_8,0.0006922554842866154
k_t0.05_8_0,0.0006954783580059541
c_t0.025_5_9,0.0006984949419629038
h1_n_b_m_t0.25_10_0,0.0007106274334291785
h1_nb_10_0,0.0007106274334291785
e_t0.75_8_9,0.0007225759649679846
h0_n_d_l_t0.25_8_9,0.0007225759649679846
prev_9_6,0.0007419848304571068
e_t0.75_7_2,0.0007461409593102536
m_t0.5_11_6,0.0007512845731207913
v_t0.1_8_9,0.0007525599949961418
e_t0.5_9_4,0.0007579904870427764
b0_t0.1_11_1,0.0007588982678540724
b0_t0.1_11_9,0.0007588982678540724
h1_n_b_l_t0.95_10_0,0.0007657067913970388
self_7_3,0.0007657701263254299
h0_n_d_l_t0.25_7_2,0.0007665287580920429
s_t0.025_9_5,0.0007689944773331045
v_t0.025_10_1,0.0007703726418937145
h1_e_10_8,0.000785751312418099
c_t0.5_8_9,0.0007881279915538632
b1_t0.5_8_9,0.0007881279915538632
c_t0.025_9_5,0.000817222897709172
s_t0.05_9_5,0.0008176520667233329
b0_t0.25_8_2,0.0008205942545066434
v_t0.25_11_4,0.0008330419603888503
h1_s_10_1,0.0008359683420487052
v_t0.05_10_2,0.0008490886289406784
h1_t_b_9_1,0.0008572594032901981
h1_t_b_7_4,0.0008631555278426664
c_t0.25_11_2,0.000870741458677894
h0_n_d_m_t0.75_8_2,0.0008959563117060286
b1_t0.1_9_0,0.0009027830074840423
prev_1_0,0.0009074789808859772
h0_t_d_9_8,0.0009084024890434083
dot_8_6,0.0009138720347480058
k_t0.025_11_7,0.0009143699296802537
k_t0.1_10_0,0.0009143699296802537
v_t0.75_10_8,0.0009415994742519472
b1_t0.05_7_11,0.0009530764333501446
sep_8_10,0.0009558497013652651
next_7_1,0.0009706944988018338
v_t0.1_6_10,0.0009725000391538463
k_t0.1_11_4,0.0009813854050466457
m_t0.75_9_7,0.0010195759060430349
h0_n_d_m_t0.75_11_11,0.0010536563758990261
m_t0.75_10_8,0.0010635157442228605
c_t0.5_11_3,0.001078186325532538
b1_t0.5_11_3,0.001078186325532538
